id,genre,lead_actor_tier,writer_experience,channel,episodes,budget_billion_won,release_quarter,timeslot,is_remake,lead_actor_age,avg_rating
4720,판타지,5,10,지상파,20,61.6,4,평일심야,0,28,6.35
4721,판타지,1,20,케이블,16,68.1,1,평일저녁,0,25,8.22
4722,로맨스,5,1,지상파,16,36.3,3,주말저녁,0,33,11.8
4723,판타지,4,2,케이블,20,11.0,4,평일심야,0,20,7.94
4724,로맨스,4,24,케이블,32,66.1,1,주말저녁,0,49,11.28
4725,로맨스,1,6,지상파,16,78.0,4,주말심야,0,36,8.6
4726,스릴러,4,0,지상파,24,55.1,1,평일저녁,0,47,8.76
4727,사극,3,18,OTT,20,56.9,1,평일심야,1,22,5.95
4728,판타지,2,15,케이블,8,71.7,1,주말저녁,0,29,11.09
4729,로맨스,3,12,OTT,16,44.7,1,주말심야,0,35,7.03
4730,스릴러,1,4,지상파,16,34.4,4,평일저녁,0,49,14.75
4731,법정,1,7,지상파,16,5.9,4,주말심야,1,47,8.56
4732,법정,4,18,지상파,12,58.0,3,평일심야,1,24,6.52
4733,법정,2,16,지상파,12,47.6,4,평일저녁,0,25,11.02
4734,사극,5,0,케이블,16,16.5,2,평일심야,0,35,3.32
4735,스릴러,3,23,지상파,16,71.9,2,주말저녁,0,43,12.5
4736,법정,2,6,지상파,20,24.7,3,주말저녁,0,46,13.08
4737,코미디,2,1,OTT,16,23.1,1,주말심야,0,36,4.89
4738,코미디,4,22,지상파,24,10.9,3,평일저녁,0,39,8.89
4739,판타지,4,29,지상파,20,92.4,1,평일저녁,0,44,8.97
4740,법정,3,13,케이블,12,98.9,1,평일심야,0,21,7.69
4741,코미디,2,7,지상파,16,26.8,2,평일심야,0,25,10.2
4742,판타지,1,21,OTT,20,86.0,2,평일저녁,0,49,8.57
4743,법정,5,0,지상파,24,99.2,2,평일저녁,0,39,10.15
4744,로맨스,1,25,케이블,12,22.0,2,주말저녁,0,20,12.54
4745,법정,5,10,케이블,24,91.6,3,평일저녁,0,21,10.23
4746,코미디,1,20,케이블,20,97.0,1,주말저녁,0,36,14.94
4747,스릴러,4,14,케이블,16,78.2,4,주말저녁,0,23,11.88
4748,법정,3,23,케이블,20,32.4,2,평일저녁,0,32,8.24
4749,로맨스,1,13,지상파,16,9.5,2,평일저녁,0,27,12.57
4750,로맨스,4,25,지상파,32,79.6,2,주말저녁,0,32,11.56
4751,의학,2,8,OTT,12,69.2,3,평일저녁,0,34,8.83
4752,스릴러,5,25,지상파,12,63.5,2,평일심야,0,42,7.37
4753,로맨스,4,10,지상파,20,43.3,2,주말심야,0,20,9.64
4754,로맨스,2,27,케이블,16,5.7,1,주말심야,1,42,11.27
4755,판타지,2,6,케이블,12,38.6,2,주말저녁,0,26,10.03
4756,의학,5,9,OTT,20,42.8,4,평일저녁,0,46,6.21
4757,판타지,2,19,지상파,8,37.2,4,평일심야,0,37,6.97
4758,의학,1,17,지상파,12,52.3,4,평일저녁,0,45,11.95
4759,판타지,2,11,지상파,16,65.8,3,주말저녁,0,39,12.01
4760,사극,5,20,지상파,8,53.7,2,주말저녁,0,43,12.33
4761,코미디,3,16,지상파,32,39.1,1,주말저녁,0,50,10.73
4762,법정,5,8,케이블,20,79.2,1,주말저녁,0,49,7.35
4763,판타지,2,18,지상파,16,46.6,1,주말저녁,0,43,11.84
4764,코미디,3,13,지상파,32,49.9,1,평일저녁,0,48,7.21
4765,법정,2,9,지상파,24,54.3,2,주말저녁,0,50,9.81
4766,의학,4,16,OTT,12,45.2,4,평일심야,0,29,7.95
4767,의학,5,2,지상파,20,59.8,4,평일저녁,0,34,7.44
4768,의학,3,17,OTT,16,45.1,3,평일저녁,0,30,7.58
4769,로맨스,2,4,지상파,20,88.1,4,평일저녁,0,38,8.54
4770,사극,1,11,OTT,12,35.8,2,주말저녁,1,38,8.78
4771,의학,3,24,지상파,12,45.2,4,평일심야,0,46,8.69
4772,사극,4,2,지상파,24,57.7,2,평일심야,0,24,6.85
4773,스릴러,3,14,OTT,12,52.0,4,평일심야,0,29,6.55
4774,스릴러,2,15,케이블,32,33.1,4,평일저녁,0,28,8.56
4775,로맨스,3,27,지상파,16,91.5,1,평일저녁,0,23,15.9
4776,사극,2,22,OTT,12,89.3,2,평일심야,0,47,9.56
4777,로맨스,3,18,OTT,16,71.9,2,평일심야,0,48,5.44
4778,로맨스,4,6,케이블,16,55.3,4,평일저녁,0,32,6.09
4779,코미디,5,9,지상파,24,73.9,4,주말저녁,0,28,8.56
4780,로맨스,3,24,지상파,12,62.3,1,주말저녁,0,26,11.15
4781,판타지,2,27,케이블,16,30.3,4,평일심야,0,26,7.16
4782,의학,3,8,OTT,16,85.7,3,평일심야,0,22,6.85
4783,로맨스,3,5,OTT,12,20.2,1,평일심야,0,39,6.63
4784,스릴러,3,14,지상파,16,11.6,3,주말저녁,0,29,8.88
4785,스릴러,3,24,지상파,16,48.1,4,평일저녁,0,49,10.49
4786,코미디,5,25,지상파,24,80.1,1,평일심야,0,48,8.04
4787,로맨스,2,9,지상파,12,86.1,4,평일저녁,0,24,14.1
4788,스릴러,4,5,케이블,16,72.0,1,평일저녁,0,21,9.03
4789,스릴러,3,5,지상파,20,65.3,2,평일심야,0,28,6.7
4790,로맨스,3,6,지상파,16,58.1,4,평일저녁,0,38,8.99
4791,로맨스,1,0,지상파,16,42.5,3,평일저녁,0,35,12.35
4792,사극,3,10,케이블,24,22.6,3,주말저녁,0,24,6.01
4793,의학,4,30,지상파,16,66.0,2,평일저녁,0,34,13.09
4794,사극,5,29,지상파,16,12.7,3,주말저녁,0,44,12.75
4795,스릴러,2,13,케이블,12,15.7,2,주말저녁,1,25,11.13
4796,의학,4,18,지상파,16,7.0,3,주말저녁,0,32,9.69
4797,판타지,3,16,케이블,16,57.5,4,주말심야,0,45,7.78
4798,법정,1,6,케이블,20,66.5,1,평일저녁,0,30,13.31
4799,판타지,4,19,케이블,16,6.8,4,평일심야,0,25,5.56
4800,의학,4,4,OTT,16,94.6,3,주말저녁,0,50,6.77
4801,판타지,2,22,OTT,16,25.1,1,주말심야,0,43,6.57
4802,판타지,1,21,케이블,12,44.4,4,평일심야,1,38,8.36
4803,의학,2,27,지상파,24,65.3,4,평일저녁,0,27,8.41
4804,의학,2,19,지상파,16,17.8,3,평일저녁,0,31,11.43
4805,코미디,2,1,지상파,20,17.4,2,평일저녁,0,44,9.51
4806,사극,5,14,지상파,24,6.1,4,평일심야,0,29,5.11
4807,사극,1,19,지상파,16,76.7,2,주말저녁,0,37,14.83
4808,스릴러,5,8,케이블,8,80.6,4,주말심야,0,46,7.99
4809,법정,4,8,OTT,20,83.0,3,주말저녁,0,20,8.66
4810,로맨스,4,15,지상파,16,12.4,1,평일저녁,0,44,7.97
4811,코미디,5,27,케이블,24,55.4,3,평일저녁,0,29,8.94
4812,코미디,2,24,OTT,16,50.8,3,평일저녁,0,46,11.73
4813,판타지,4,1,지상파,8,34.0,3,평일저녁,1,25,5.74
4814,스릴러,3,15,지상파,24,79.4,4,평일저녁,0,38,10.37
4815,법정,1,8,케이블,16,91.3,3,주말저녁,0,47,11.82
4816,스릴러,1,20,OTT,16,31.3,3,주말심야,0,40,4.1
4817,로맨스,2,17,케이블,16,56.1,2,평일저녁,0,20,12.41
4818,스릴러,2,14,지상파,24,98.2,1,주말저녁,0,49,9.6
4819,사극,4,25,OTT,20,87.5,3,주말심야,0,23,9.96
4820,코미디,3,15,지상파,12,35.0,1,평일저녁,0,47,10.43
4821,사극,1,3,지상파,16,82.5,4,주말저녁,0,34,13.05
4822,의학,3,0,지상파,20,78.5,1,주말저녁,0,33,12.51
4823,판타지,3,27,지상파,16,98.3,2,평일저녁,0,43,8.09
4824,코미디,2,8,지상파,24,62.5,3,평일저녁,0,27,9.78
4825,로맨스,2,5,케이블,24,51.8,4,주말저녁,1,47,12.19
4826,사극,4,27,OTT,20,37.4,1,주말저녁,0,28,10.69
4827,판타지,2,0,지상파,12,23.1,2,평일저녁,0,31,10.57
4828,판타지,3,5,지상파,8,63.1,2,평일저녁,1,49,9.83
4829,법정,4,5,케이블,16,94.2,3,평일저녁,1,49,10.13
4830,판타지,3,14,케이블,16,72.6,4,주말저녁,0,25,12.27
4831,로맨스,5,18,OTT,16,18.0,3,평일저녁,0,43,8.96
4832,판타지,1,12,OTT,16,75.4,1,평일심야,0,30,8.07
4833,스릴러,1,15,케이블,16,55.8,1,주말심야,0,26,9.52
4834,법정,3,30,OTT,12,22.0,2,주말저녁,0,33,11.28
4835,사극,5,13,지상파,24,55.2,2,평일저녁,0,22,12.36
4836,스릴러,5,11,지상파,12,15.2,4,주말심야,0,36,7.77
4837,스릴러,3,19,케이블,16,7.5,4,주말저녁,0,50,7.51
4838,사극,5,22,지상파,24,43.0,1,평일심야,0,35,6.26
4839,사극,5,4,지상파,16,36.6,2,주말심야,0,22,5.42
4840,스릴러,4,9,지상파,16,89.8,1,평일저녁,1,25,9.41
4841,코미디,1,10,지상파,32,97.1,1,주말저녁,1,27,10.94
4842,의학,4,27,OTT,16,82.6,2,평일저녁,0,49,9.49
4843,로맨스,1,2,케이블,16,20.3,2,평일저녁,0,35,9.1
4844,스릴러,2,1,OTT,12,17.9,1,평일저녁,0,30,9.43
4845,코미디,3,26,지상파,16,69.9,1,평일심야,0,37,9.55
4846,스릴러,4,30,OTT,16,57.4,4,주말저녁,1,26,9.39
4847,코미디,4,14,지상파,16,92.8,1,주말저녁,0,29,9.66
4848,코미디,1,29,지상파,16,95.8,2,주말저녁,1,34,11.77
4849,의학,2,2,케이블,16,59.6,2,주말심야,0,23,8.83
4850,로맨스,2,25,케이블,12,31.5,4,주말저녁,1,29,11.5
4851,판타지,2,22,케이블,16,11.0,3,주말심야,0,46,9.33
4852,스릴러,1,23,케이블,24,21.7,1,주말저녁,0,20,8.28
4853,로맨스,3,27,OTT,16,22.8,3,평일저녁,1,47,8.45
4854,코미디,1,13,지상파,32,24.3,2,주말심야,1,46,7.38
4855,법정,5,23,OTT,16,52.5,3,평일저녁,0,47,9.89
4856,스릴러,3,24,케이블,20,57.3,1,평일심야,1,47,5.52
4857,코미디,5,11,케이블,16,70.8,1,주말저녁,0,45,8.66
4858,판타지,1,10,지상파,12,96.2,2,평일저녁,0,40,11.99
4859,판타지,3,27,지상파,16,26.0,4,평일저녁,0,36,10.75
4860,로맨스,2,26,OTT,8,24.4,4,평일저녁,0,32,9.51
4861,판타지,2,19,케이블,24,63.0,2,주말심야,0,24,8.28
4862,코미디,3,6,지상파,12,76.3,1,주말저녁,0,27,12.18
4863,법정,1,0,지상파,32,43.6,2,주말저녁,0,29,10.99
4864,로맨스,2,2,지상파,24,23.3,2,주말심야,0,34,9.13
4865,판타지,1,23,케이블,20,80.4,2,평일저녁,0,45,11.17
4866,스릴러,1,16,OTT,16,80.4,4,평일저녁,0,47,11.3
4867,코미디,4,14,지상파,8,83.1,4,평일심야,0,46,9.74
4868,코미디,5,29,OTT,16,31.9,3,평일저녁,0,36,8.73
4869,의학,4,5,지상파,8,32.8,1,주말심야,0,42,8.74
4870,스릴러,5,4,케이블,8,75.2,3,평일저녁,0,33,7.89
4871,스릴러,3,17,지상파,32,27.2,4,평일심야,0,50,5.57
4872,코미디,3,9,케이블,16,15.6,3,평일저녁,0,25,7.36
4873,스릴러,4,8,케이블,16,62.9,4,주말저녁,0,29,9.61
4874,의학,2,12,OTT,12,20.6,1,평일저녁,1,43,8.29
4875,스릴러,1,2,지상파,16,63.9,1,주말저녁,0,34,12.0
4876,판타지,3,3,케이블,16,87.1,2,주말저녁,0,33,11.04
4877,코미디,5,6,지상파,16,10.2,2,주말저녁,0,36,9.16
4878,로맨스,5,0,OTT,20,6.9,4,평일저녁,0,27,5.34
4879,로맨스,5,14,지상파,32,59.6,2,평일심야,0,28,7.93
4880,판타지,1,23,OTT,20,84.4,1,평일저녁,0,48,10.87
4881,법정,3,1,지상파,8,7.2,4,평일저녁,0,33,10.43
4882,사극,1,23,지상파,16,81.8,4,주말심야,0,44,11.41
4883,판타지,3,28,케이블,16,36.0,2,주말저녁,0,50,7.38
4884,사극,2,30,케이블,16,95.0,1,평일저녁,0,29,12.53
4885,스릴러,5,14,케이블,16,90.4,1,평일심야,0,32,5.58
4886,코미디,2,7,케이블,16,93.7,1,평일저녁,0,27,11.34
4887,의학,5,29,케이블,12,78.6,3,평일저녁,0,37,6.72
4888,코미디,5,21,OTT,20,73.2,1,평일심야,0,30,6.27
4889,로맨스,5,10,지상파,12,52.1,2,평일저녁,0,20,10.02
4890,법정,2,2,지상파,24,11.1,3,평일저녁,0,49,8.83
4891,법정,3,29,케이블,16,62.4,3,주말저녁,0,36,13.09
4892,로맨스,3,27,케이블,16,93.4,1,평일심야,1,29,9.66
4893,코미디,4,25,OTT,20,99.3,3,평일저녁,0,49,6.06
4894,스릴러,4,29,지상파,12,82.2,3,주말저녁,0,32,12.96
4895,사극,4,7,OTT,20,13.9,4,평일저녁,0,36,7.83
4896,사극,4,18,OTT,16,92.8,2,평일저녁,0,33,10.79
4897,법정,3,8,OTT,16,42.4,2,평일저녁,0,33,5.56
4898,코미디,3,18,OTT,16,84.1,3,주말저녁,1,40,7.99
4899,코미디,1,15,케이블,16,58.1,3,평일심야,0,20,10.26
4900,판타지,2,5,케이블,12,50.7,3,평일저녁,0,27,8.76
4901,판타지,4,15,케이블,8,40.8,1,주말저녁,0,31,8.1
4902,법정,2,16,지상파,20,31.4,4,평일저녁,0,26,10.44
4903,법정,3,15,OTT,24,93.8,4,주말저녁,0,49,9.67
4904,의학,5,7,지상파,20,99.3,3,평일저녁,1,24,11.18
4905,의학,2,0,OTT,12,58.3,1,평일심야,0,48,7.03
4906,사극,5,12,케이블,16,10.5,2,주말저녁,0,35,9.53
4907,법정,1,26,지상파,12,70.3,4,평일저녁,0,23,13.94
4908,법정,5,15,지상파,20,9.0,3,주말저녁,0,36,10.67
4909,코미디,1,19,OTT,8,75.1,4,주말저녁,0,42,13.35
4910,사극,1,30,지상파,20,86.0,4,평일저녁,0,24,14.27
4911,법정,5,8,OTT,16,60.4,3,주말저녁,0,35,5.86
4912,법정,2,0,지상파,32,98.1,2,평일심야,0,35,6.86
4913,법정,4,25,OTT,12,10.7,2,주말저녁,0,48,10.05
4914,스릴러,1,24,OTT,12,52.0,2,주말저녁,0,20,10.48
4915,코미디,2,5,케이블,20,41.6,3,주말심야,0,50,5.59
4916,로맨스,1,1,지상파,8,55.1,2,주말저녁,1,50,10.82
4917,스릴러,4,5,지상파,12,64.1,4,주말저녁,0,21,10.13
4918,의학,3,10,OTT,16,74.4,3,주말저녁,0,41,11.67
4919,로맨스,5,1,지상파,16,21.4,2,주말저녁,0,29,10.12
4920,사극,2,17,케이블,8,6.6,1,주말저녁,0,27,10.06
4921,스릴러,1,10,OTT,20,58.5,1,주말저녁,1,46,13.05
4922,의학,3,27,지상파,32,39.4,1,평일저녁,0,32,11.63
4923,사극,3,2,OTT,8,32.9,2,평일심야,0,39,5.76
4924,법정,1,10,지상파,16,94.4,2,평일심야,0,32,11.64
4925,법정,5,12,케이블,16,11.6,1,주말심야,0,33,7.69
4926,사극,5,8,지상파,12,25.7,1,평일저녁,0,21,9.78
4927,사극,4,5,케이블,32,51.6,4,평일저녁,0,50,8.49
4928,법정,5,7,케이블,16,45.9,2,평일저녁,0,22,5.72
4929,로맨스,5,2,지상파,16,7.0,3,평일심야,1,22,6.5
4930,코미디,2,7,OTT,16,44.7,4,평일저녁,0,26,8.51
4931,의학,3,29,케이블,20,95.6,4,평일심야,1,36,9.53
4932,사극,2,15,지상파,16,49.0,4,평일심야,0,41,9.39
4933,로맨스,5,10,OTT,16,68.9,2,평일저녁,0,40,7.29
4934,로맨스,3,29,지상파,12,76.0,1,주말저녁,0,34,12.58
4935,사극,1,12,지상파,20,94.2,1,평일심야,0,23,13.67
4936,스릴러,4,6,OTT,12,81.1,1,주말저녁,0,47,8.59
4937,코미디,2,10,지상파,16,77.7,2,평일저녁,0,37,11.45
4938,로맨스,4,13,OTT,24,56.8,1,주말심야,0,22,8.55
4939,법정,3,16,OTT,16,69.8,2,평일저녁,0,26,8.36
4940,법정,5,3,OTT,16,21.8,3,평일저녁,0,30,5.76
4941,스릴러,2,8,케이블,16,87.4,3,주말저녁,1,43,13.05
4942,사극,2,17,케이블,8,34.4,1,평일심야,0,43,9.18
4943,로맨스,5,8,지상파,16,20.9,1,평일심야,0,47,6.04
4944,코미디,3,19,지상파,12,90.6,3,주말저녁,0,49,13.17
4945,판타지,2,16,지상파,24,63.8,3,평일저녁,0,36,9.16
4946,의학,5,15,지상파,8,36.2,1,평일심야,0,40,7.15
4947,사극,3,19,케이블,20,21.9,2,평일저녁,0,32,12.35
4948,로맨스,2,15,지상파,32,80.8,2,평일저녁,0,30,10.94
4949,법정,5,20,지상파,20,51.2,3,주말저녁,0,22,9.32
4950,판타지,3,6,케이블,8,51.5,4,평일저녁,0,32,5.86
4951,로맨스,3,14,지상파,16,87.7,2,주말저녁,0,40,10.66
4952,스릴러,1,13,케이블,12,26.2,4,평일저녁,0,25,9.12
4953,로맨스,5,0,지상파,20,16.2,4,평일저녁,0,27,6.99
4954,의학,3,29,OTT,20,85.5,2,평일심야,0,34,8.47
4955,판타지,3,23,OTT,20,47.2,2,주말심야,1,25,8.25
4956,의학,5,3,케이블,16,84.2,3,평일심야,0,25,5.29
4957,판타지,4,7,케이블,32,47.0,1,평일저녁,0,44,5.79
4958,사극,5,24,케이블,20,84.6,3,평일심야,0,48,11.52
4959,법정,1,30,지상파,20,67.8,4,주말저녁,0,48,12.88
4960,사극,4,30,케이블,12,87.7,4,주말저녁,0,49,14.26
4961,의학,4,22,OTT,16,58.4,2,평일저녁,0,38,8.22
4962,코미디,5,21,지상파,8,27.9,3,평일저녁,1,49,6.4
4963,스릴러,5,26,지상파,8,18.2,3,주말저녁,1,43,9.96
4964,의학,4,3,OTT,16,17.0,2,주말심야,1,44,6.65
4965,사극,2,21,OTT,16,30.8,3,평일저녁,0,25,12.61
4966,법정,3,17,지상파,16,10.6,2,평일저녁,0,29,10.25
4967,사극,2,16,지상파,24,9.8,2,주말저녁,0,40,11.0
4968,로맨스,1,5,케이블,16,48.7,1,주말저녁,0,32,10.77
4969,코미디,4,15,지상파,8,67.8,1,평일저녁,0,31,11.56
4970,의학,1,1,케이블,20,47.1,4,주말저녁,1,33,9.35
4971,로맨스,5,22,지상파,24,45.0,1,평일저녁,0,48,9.25
4972,법정,3,17,지상파,24,35.8,3,주말심야,0,30,8.95
4973,로맨스,5,29,케이블,32,99.7,2,평일저녁,0,35,11.09
4974,의학,5,7,케이블,20,31.8,4,주말저녁,1,50,7.18
4975,코미디,1,6,케이블,8,91.8,4,평일저녁,0,37,8.65
4976,사극,2,6,케이블,12,53.2,3,평일저녁,0,44,10.8
4977,사극,5,19,지상파,16,49.9,3,평일저녁,0,46,10.22
4978,법정,2,20,케이블,16,88.3,1,주말심야,0,24,10.65
4979,의학,2,23,케이블,24,28.2,2,평일저녁,0,21,13.04
4980,의학,1,12,OTT,16,61.6,3,평일심야,0,45,8.06
4981,스릴러,2,6,지상파,24,21.0,2,평일저녁,0,30,6.01
4982,판타지,5,25,지상파,16,21.3,4,평일저녁,0,40,10.39
4983,사극,4,24,지상파,20,28.8,4,평일저녁,0,24,7.93
4984,로맨스,1,18,지상파,12,51.1,1,평일저녁,0,37,10.49
4985,스릴러,4,13,지상파,24,12.1,4,평일심야,0,32,7.97
4986,코미디,3,5,지상파,12,85.7,3,평일저녁,0,24,10.47
4987,의학,1,11,케이블,20,98.2,3,평일심야,0,49,8.43
4988,코미디,2,3,케이블,16,19.6,1,평일저녁,0,49,8.54
4989,코미디,3,24,지상파,12,53.6,2,평일저녁,0,43,12.56
4990,사극,2,16,지상파,20,99.6,3,평일저녁,0,24,13.78
4991,로맨스,1,11,지상파,8,72.5,2,주말심야,0,31,11.6
4992,코미디,2,27,지상파,12,73.2,3,평일저녁,0,43,11.39
4993,의학,2,13,지상파,16,41.7,1,평일심야,0,24,10.75
4994,법정,4,6,지상파,24,10.2,4,평일심야,0,25,3.93
4995,로맨스,5,17,OTT,24,87.3,1,주말저녁,1,34,7.7
4996,스릴러,4,21,케이블,16,86.5,1,평일저녁,0,27,10.52
4997,로맨스,2,9,OTT,12,10.2,1,평일저녁,0,30,5.51
4998,스릴러,5,17,OTT,16,88.9,3,주말저녁,1,29,8.47
4999,판타지,2,16,지상파,12,54.6,1,주말저녁,0,48,11.99
5000,스릴러,2,15,케이블,20,38.3,1,평일저녁,0,46,8.99
5001,코미디,5,25,케이블,16,12.9,4,주말심야,0,27,6.85
5002,로맨스,3,13,지상파,12,50.9,4,평일저녁,0,30,9.32
5003,로맨스,3,14,케이블,16,73.2,1,평일저녁,0,47,10.54
5004,법정,1,9,지상파,12,45.4,2,주말심야,0,26,11.89
5005,스릴러,3,27,케이블,16,53.6,3,평일저녁,1,30,10.61
5006,사극,3,9,케이블,24,17.1,4,평일심야,1,35,4.17
5007,사극,1,28,케이블,16,22.2,3,주말심야,0,26,10.63
5008,사극,5,22,OTT,12,17.8,2,평일저녁,0,41,6.87
5009,판타지,1,23,OTT,24,16.4,1,평일심야,0,41,6.05
5010,로맨스,2,27,케이블,16,29.1,1,평일저녁,0,46,9.88
5011,법정,5,2,케이블,24,53.7,1,주말심야,1,39,5.77
5012,판타지,1,9,케이블,16,31.2,3,주말심야,0,22,8.03
5013,코미디,2,7,케이블,20,95.3,3,평일저녁,0,44,9.42
5014,로맨스,3,17,지상파,16,90.4,3,주말심야,1,36,8.39
5015,로맨스,4,25,케이블,16,63.6,1,평일심야,0,40,6.88
5016,의학,5,30,OTT,24,38.1,1,평일저녁,0,39,6.62
5017,로맨스,3,29,OTT,16,80.0,2,평일저녁,0,35,9.91
5018,법정,4,21,OTT,24,82.4,2,평일심야,0,36,8.12
5019,법정,4,18,OTT,24,60.6,4,평일저녁,0,42,5.74
5020,코미디,2,27,지상파,16,66.2,3,평일저녁,0,50,14.14
5021,의학,3,10,OTT,16,29.1,3,주말저녁,0,49,9.9
5022,의학,5,19,케이블,20,56.8,1,평일심야,1,25,6.21
5023,사극,3,7,OTT,24,44.8,1,주말저녁,0,50,8.44
5024,판타지,3,20,케이블,16,12.3,3,주말저녁,1,34,9.3
5025,스릴러,2,12,지상파,16,53.6,1,평일저녁,0,40,10.35
5026,의학,5,29,케이블,12,93.5,3,평일저녁,1,47,9.27
5027,로맨스,1,3,지상파,16,15.4,3,주말저녁,0,27,12.44
5028,법정,4,30,지상파,16,95.6,4,평일저녁,0,46,13.95
5029,사극,4,20,지상파,16,88.8,2,평일저녁,0,36,11.12
5030,스릴러,5,24,지상파,16,47.0,1,평일저녁,0,31,8.44
5031,법정,2,20,OTT,12,55.7,4,주말저녁,0,24,10.82
5032,코미디,5,20,지상파,12,62.7,2,평일저녁,1,33,9.08
5033,코미디,4,4,지상파,24,53.2,2,주말심야,0,38,6.93
5034,판타지,3,26,케이블,8,28.3,4,주말저녁,1,26,5.77
5035,의학,2,13,지상파,16,7.8,2,평일저녁,0,24,12.96
5036,코미디,4,23,케이블,12,94.2,1,평일저녁,0,29,11.0
5037,법정,5,25,케이블,24,78.7,4,주말심야,0,42,6.0
5038,판타지,2,12,케이블,16,67.0,3,평일저녁,0,25,11.0
5039,스릴러,2,18,지상파,24,75.0,3,주말저녁,0,33,13.09
5040,코미디,1,13,케이블,12,70.1,1,평일심야,0,25,10.42
5041,법정,3,23,케이블,8,55.1,1,평일저녁,1,41,9.95
5042,판타지,2,7,지상파,16,75.8,2,평일심야,0,45,9.71
5043,코미디,2,4,지상파,20,84.1,2,평일저녁,0,31,11.47
5044,판타지,3,4,케이블,24,54.0,4,평일심야,0,46,8.51
5045,사극,2,12,지상파,8,7.1,4,주말저녁,0,48,12.14
5046,사극,1,23,케이블,16,26.2,3,주말저녁,0,30,12.56
5047,로맨스,2,13,케이블,12,80.8,4,평일저녁,1,39,11.58
5048,사극,1,23,지상파,32,56.2,3,평일저녁,0,41,13.61
5049,판타지,2,12,케이블,16,91.5,1,평일저녁,0,27,13.06
5050,스릴러,1,10,지상파,8,32.2,4,평일심야,0,45,8.09
5051,의학,4,29,지상파,20,8.2,2,주말심야,0,34,11.42
5052,사극,2,9,지상파,8,97.8,2,주말심야,1,41,12.17
5053,법정,3,30,지상파,12,22.6,3,주말심야,0,25,9.47
5054,로맨스,3,6,OTT,16,65.9,1,평일저녁,0,39,6.67
5055,스릴러,3,13,케이블,8,79.5,4,평일저녁,0,26,8.77
5056,법정,2,0,지상파,16,36.2,1,평일심야,0,27,9.35
5057,사극,3,11,지상파,16,10.0,2,주말저녁,1,46,8.92
5058,코미디,3,22,케이블,16,5.9,3,주말저녁,0,49,8.78
5059,스릴러,2,1,케이블,16,13.2,4,평일저녁,0,47,7.02
5060,사극,1,8,지상파,12,51.4,4,평일저녁,1,50,13.07
5061,판타지,2,18,OTT,24,11.6,4,평일심야,0,43,8.55
5062,의학,5,21,지상파,16,15.9,4,평일저녁,0,32,8.97
5063,로맨스,1,10,케이블,16,63.9,4,주말저녁,1,40,10.66
5064,판타지,1,10,OTT,24,81.6,4,평일저녁,0,35,8.35
5065,스릴러,5,6,케이블,16,62.5,3,주말저녁,0,28,6.56
5066,법정,5,29,케이블,16,12.7,1,주말저녁,0,33,10.56
5067,판타지,3,2,OTT,24,50.6,4,주말저녁,0,22,7.02
5068,의학,1,30,지상파,32,83.7,2,평일저녁,0,33,13.46
5069,스릴러,2,18,케이블,16,94.1,1,평일저녁,0,41,12.31
5070,로맨스,2,10,지상파,20,68.1,2,주말저녁,1,32,12.01
5071,의학,3,9,OTT,16,11.0,3,주말심야,0,25,6.26
5072,스릴러,2,8,지상파,20,73.8,4,평일심야,0,29,9.93
5073,코미디,1,20,케이블,20,29.0,3,주말저녁,0,31,11.31
5074,판타지,1,20,OTT,16,26.7,3,평일저녁,0,48,10.28
5075,법정,4,2,지상파,32,66.8,3,평일심야,0,32,6.95
5076,판타지,4,20,지상파,12,45.5,3,주말심야,0,27,9.21
5077,판타지,1,7,케이블,12,77.5,4,평일저녁,0,25,11.77
5078,법정,1,3,OTT,24,41.8,3,평일심야,0,30,5.62
5079,코미디,1,19,지상파,16,46.5,3,평일저녁,0,31,10.95
5080,사극,3,7,지상파,16,19.9,3,주말저녁,0,26,10.23
5081,스릴러,3,26,케이블,16,16.9,2,평일저녁,0,31,8.39
5082,사극,3,20,케이블,8,38.0,4,주말심야,0,37,7.29
5083,코미디,3,28,지상파,16,49.0,2,평일저녁,0,45,10.3
5084,스릴러,4,3,케이블,16,54.4,4,평일저녁,0,26,6.18
5085,코미디,1,14,지상파,24,28.3,2,평일심야,0,44,7.48
5086,스릴러,2,14,OTT,12,7.8,2,평일심야,0,48,8.29
5087,스릴러,5,9,지상파,24,34.3,3,평일저녁,1,32,8.61
5088,로맨스,4,15,지상파,16,81.3,2,평일저녁,0,45,9.37
5089,사극,1,0,OTT,32,96.5,4,주말저녁,0,36,13.65
5090,사극,1,29,케이블,16,6.9,3,평일심야,0,40,6.68
5091,의학,2,11,지상파,20,95.8,3,평일심야,1,47,9.85
5092,코미디,2,10,지상파,16,18.3,1,평일저녁,1,26,11.36
5093,의학,4,20,케이블,8,39.7,2,평일심야,0,29,10.45
5094,의학,2,7,지상파,16,31.7,3,평일심야,0,37,5.85
5095,사극,3,9,지상파,24,16.4,1,평일저녁,0,26,9.78
5096,사극,5,30,케이블,16,61.3,1,평일저녁,0,37,11.37
5097,스릴러,3,2,지상파,24,16.5,2,평일저녁,0,50,8.81
5098,코미디,1,22,케이블,16,43.4,1,주말저녁,0,46,11.65
5099,법정,5,21,지상파,16,98.8,4,평일저녁,1,26,10.76
