id,genre,director_tier,lead_actor_tier,production_budget,runtime_min,rating_age,release_month,is_sequel,is_imported,screen_count,box_office_grade
3556,드라마,5,5,161.0,171,15세,1,0,1,794,0
3557,로맨스,4,3,237.5,155,12세,11,0,1,1351,1
3558,로맨스,1,1,105.8,151,15세,8,0,1,1898,3
3559,로맨스,3,5,216.2,100,15세,8,0,0,1447,2
3560,로맨스,5,1,5.5,156,15세,2,0,0,1434,0
3561,SF,1,3,162.7,131,청불,9,0,1,836,1
3562,스릴러,2,4,37.2,153,전체관람가,2,0,1,744,1
3563,애니메이션,4,3,231.6,87,15세,8,0,0,660,1
3564,스릴러,4,3,247.4,106,15세,1,0,0,1370,1
3565,애니메이션,5,1,48.0,155,15세,10,0,0,1134,1
3566,드라마,3,4,70.6,107,12세,9,0,0,1231,1
3567,스릴러,5,2,24.2,165,15세,10,1,0,2097,1
3568,호러,4,5,13.1,91,15세,11,0,1,593,0
3569,애니메이션,2,5,169.3,132,12세,2,0,0,605,2
3570,코미디,1,2,56.1,135,15세,6,0,0,1615,1
3571,호러,1,4,194.3,178,청불,2,0,1,508,0
3572,호러,3,3,194.1,157,청불,2,1,0,458,0
3573,스릴러,1,2,133.7,107,청불,1,1,1,1497,2
3574,드라마,4,5,39.5,170,15세,4,0,0,694,0
3575,스릴러,2,4,257.1,97,청불,1,0,0,2362,2
3576,코미디,1,1,58.0,140,청불,6,1,1,1877,2
3577,SF,4,1,64.0,83,청불,8,0,0,1839,1
3578,드라마,5,5,113.2,166,청불,11,0,0,1619,0
3579,액션,3,2,134.9,144,전체관람가,2,0,0,349,1
3580,코미디,2,4,123.3,127,전체관람가,11,1,0,952,1
3581,드라마,1,3,232.7,160,전체관람가,10,0,1,461,1
3582,SF,3,3,42.6,98,12세,8,1,0,2015,1
3583,로맨스,3,2,172.1,146,전체관람가,12,0,1,2144,3
3584,SF,3,2,253.0,85,15세,2,0,0,2430,3
3585,로맨스,2,2,100.2,89,12세,6,1,0,1400,3
3586,스릴러,3,5,10.7,131,12세,4,0,1,1972,1
3587,액션,2,2,222.6,83,15세,12,1,1,953,3
3588,코미디,1,2,185.4,159,전체관람가,9,0,1,360,2
3589,액션,5,5,104.7,104,15세,6,0,0,442,0
3590,코미디,2,4,119.0,88,15세,7,0,1,2282,2
3591,로맨스,2,3,158.7,170,15세,7,0,1,1516,2
3592,애니메이션,1,2,222.8,173,15세,10,0,1,1552,2
3593,드라마,2,1,264.7,180,15세,12,1,1,1114,2
3594,SF,1,2,202.5,86,전체관람가,9,0,0,2219,2
3595,액션,3,4,62.1,80,15세,12,0,1,885,0
3596,애니메이션,5,4,119.8,109,청불,5,0,1,1470,0
3597,애니메이션,3,5,200.5,157,청불,2,0,1,1728,0
3598,코미디,5,4,269.6,147,전체관람가,2,0,1,1128,1
3599,액션,4,1,284.3,139,전체관람가,7,0,1,1155,2
3600,애니메이션,2,4,174.8,169,15세,6,0,0,1604,0
3601,애니메이션,3,3,82.4,143,12세,3,0,1,2481,3
3602,호러,3,4,256.6,152,12세,9,0,1,109,0
3603,로맨스,3,5,211.0,124,12세,4,1,1,152,1
3604,호러,5,4,97.8,102,12세,8,0,1,1838,0
3605,드라마,4,2,42.9,103,청불,12,0,0,243,0
3606,SF,4,4,256.4,172,12세,5,0,0,1504,1
3607,액션,2,2,53.4,148,15세,4,0,0,934,1
3608,SF,4,4,277.5,174,12세,11,1,0,1905,2
3609,호러,1,1,63.0,82,15세,5,0,0,999,0
3610,액션,4,2,139.2,148,15세,9,0,0,176,1
3611,액션,5,1,295.1,160,전체관람가,10,1,0,1388,1
3612,애니메이션,3,3,243.1,176,15세,9,1,1,1873,3
3613,액션,3,4,193.2,148,12세,8,0,1,1547,1
3614,코미디,5,5,217.3,88,15세,9,1,1,874,0
3615,호러,4,2,271.2,166,전체관람가,10,0,0,1323,0
3616,액션,4,1,102.4,152,12세,4,0,1,1796,1
3617,스릴러,1,5,164.0,164,15세,10,0,0,1521,1
3618,코미디,2,2,260.0,175,12세,7,0,1,1094,2
3619,SF,5,4,93.7,131,12세,3,1,1,456,0
3620,애니메이션,5,2,202.7,149,12세,1,0,1,2199,3
3621,코미디,5,1,296.7,160,15세,9,0,0,1606,1
3622,로맨스,4,2,82.2,128,12세,11,0,0,2424,2
3623,애니메이션,4,2,177.2,123,15세,11,0,1,1255,0
3624,드라마,1,4,201.2,91,15세,10,0,0,1865,2
3625,코미디,4,3,3.4,137,청불,11,0,0,2435,0
3626,코미디,3,5,92.8,140,청불,9,0,1,1710,0
3627,애니메이션,1,5,137.7,141,12세,7,0,0,900,2
3628,호러,2,5,105.7,109,12세,3,0,0,2407,2
3629,호러,4,5,241.6,179,전체관람가,1,0,0,138,0
3630,로맨스,3,1,116.5,143,15세,6,0,1,1464,0
3631,코미디,5,4,123.9,179,청불,10,0,0,162,0
3632,드라마,1,2,170.8,82,15세,4,1,0,2400,3
3633,액션,4,3,158.1,131,12세,12,0,0,1990,1
3634,애니메이션,3,4,34.4,118,15세,6,1,1,738,0
3635,드라마,3,1,190.5,155,15세,1,0,1,1349,2
3636,로맨스,5,1,58.2,119,전체관람가,7,0,0,2143,1
3637,호러,1,2,9.9,98,15세,8,0,0,1648,1
3638,스릴러,3,2,277.3,88,12세,1,0,1,569,2
3639,스릴러,2,5,193.0,156,15세,6,0,1,1176,1
3640,호러,2,3,246.4,145,12세,3,0,0,2081,1
3641,스릴러,1,5,20.0,113,12세,10,0,1,2397,1
3642,스릴러,4,4,186.1,80,15세,2,0,1,1555,1
3643,스릴러,5,1,109.5,97,청불,10,0,0,1546,1
3644,로맨스,4,1,261.2,136,청불,6,0,1,577,0
3645,호러,4,1,149.6,179,청불,4,0,0,686,0
3646,애니메이션,2,2,129.6,81,청불,3,0,0,1110,0
3647,SF,4,1,194.1,107,15세,3,0,1,162,1
3648,SF,4,2,246.5,96,15세,9,0,1,1705,0
3649,애니메이션,1,4,180.7,105,15세,1,0,0,2020,3
3650,로맨스,5,3,218.9,164,12세,2,0,0,1255,0
3651,로맨스,4,4,129.6,128,12세,9,0,1,2263,0
3652,애니메이션,4,2,161.5,120,청불,1,1,0,593,0
3653,스릴러,4,4,10.9,98,15세,5,0,1,2440,0
3654,로맨스,5,1,244.8,167,전체관람가,4,0,1,813,0
3655,액션,1,5,15.7,162,12세,5,0,0,1851,1
3656,SF,5,4,79.1,88,15세,9,0,0,490,0
3657,스릴러,4,2,96.2,94,청불,9,0,0,1748,0
3658,코미디,4,3,275.4,98,15세,11,0,1,235,1
3659,액션,2,3,185.8,83,15세,12,0,0,1866,3
3660,액션,2,3,39.8,112,전체관람가,7,0,0,2383,3
3661,로맨스,3,3,152.1,166,12세,7,0,0,546,0
3662,호러,5,5,32.6,175,15세,8,0,0,1667,0
3663,스릴러,1,2,131.4,159,15세,8,0,1,707,0
3664,애니메이션,2,1,183.3,83,12세,1,0,0,452,1
3665,코미디,3,5,6.9,152,전체관람가,10,0,1,2492,0
3666,애니메이션,5,4,15.8,94,전체관람가,10,0,0,872,0
3667,SF,5,5,237.2,135,청불,12,0,0,2318,1
3668,로맨스,1,2,298.3,180,12세,7,0,1,714,2
3669,드라마,4,5,202.4,160,15세,11,0,1,1052,1
3670,애니메이션,5,4,70.1,133,15세,5,0,0,1644,0
3671,SF,5,3,205.2,90,15세,4,0,0,1460,2
3672,드라마,2,5,18.8,156,15세,8,0,0,904,0
3673,SF,2,3,177.0,114,12세,1,0,0,447,0
3674,스릴러,4,1,152.0,105,청불,7,0,0,1584,1
3675,스릴러,5,3,185.3,179,청불,6,0,0,550,0
3676,스릴러,3,1,44.6,101,15세,1,0,1,1645,2
3677,로맨스,2,5,73.9,98,청불,2,1,0,2038,1
3678,호러,2,3,64.8,84,12세,10,0,1,690,0
3679,애니메이션,1,3,55.3,161,12세,12,0,0,677,1
3680,로맨스,3,3,190.2,163,15세,7,0,0,1670,2
3681,SF,2,3,243.1,109,15세,7,0,0,690,1
3682,SF,5,3,244.3,124,15세,10,0,0,1269,0
3683,드라마,4,4,124.2,90,15세,10,0,0,2261,1
3684,액션,2,1,287.2,152,15세,11,0,0,2162,3
3685,SF,2,3,277.9,88,12세,10,0,0,1694,1
3686,스릴러,3,2,152.8,108,15세,6,1,0,1176,1
3687,호러,5,1,287.9,160,12세,9,0,0,250,0
3688,로맨스,3,2,194.5,149,15세,12,0,0,1291,1
3689,SF,2,2,195.7,124,12세,5,0,0,1345,2
3690,액션,2,5,155.9,82,12세,7,0,0,1024,1
3691,SF,2,3,186.5,114,15세,2,1,0,973,2
3692,코미디,2,2,152.8,166,12세,11,0,1,1095,1
3693,로맨스,5,4,152.1,95,12세,8,0,0,1959,0
3694,SF,2,2,259.0,96,15세,4,1,0,1155,0
3695,호러,3,2,20.7,107,12세,8,0,1,836,0
3696,로맨스,3,3,190.7,139,12세,6,1,0,2198,3
3697,호러,5,4,124.9,136,15세,8,0,0,2032,1
3698,로맨스,1,4,281.1,91,12세,8,0,0,230,1
3699,코미디,4,2,71.9,143,15세,9,0,1,170,0
3700,호러,4,5,167.4,89,15세,10,0,0,2321,0
3701,SF,5,1,88.9,165,전체관람가,4,0,0,1282,0
3702,로맨스,1,3,286.4,89,15세,6,0,0,2457,3
3703,액션,2,3,28.7,160,청불,6,0,0,2333,2
3704,SF,4,5,130.4,164,12세,9,0,0,2124,0
3705,로맨스,3,1,230.3,167,12세,11,0,1,1278,0
3706,코미디,3,3,295.6,151,12세,6,0,0,650,1
3707,액션,3,1,146.9,99,15세,3,0,0,1115,1
3708,애니메이션,3,3,198.0,132,12세,9,1,0,2126,2
3709,액션,5,5,108.8,132,12세,6,1,0,809,1
3710,스릴러,5,4,232.2,115,12세,3,0,0,1302,0
3711,액션,2,3,157.0,159,12세,8,0,0,1340,1
3712,스릴러,4,5,43.8,109,12세,1,0,0,2298,1
3713,액션,5,2,295.7,168,청불,10,0,0,631,0
3714,드라마,2,4,250.4,91,전체관람가,5,0,0,370,0
3715,드라마,1,5,40.9,94,12세,8,0,0,1173,1
3716,호러,5,4,136.5,111,15세,9,0,0,686,0
3717,SF,5,3,162.8,172,15세,10,0,0,2098,1
3718,로맨스,5,5,227.4,94,15세,12,0,1,1152,0
3719,애니메이션,3,2,101.4,82,15세,9,1,1,667,1
3720,스릴러,3,3,192.3,124,15세,11,0,0,2402,1
3721,액션,1,5,247.7,92,청불,2,1,0,957,2
3722,액션,1,4,143.9,98,12세,5,0,1,1983,3
3723,로맨스,3,5,65.2,120,청불,6,0,1,1193,0
3724,애니메이션,4,1,145.9,168,청불,4,0,1,2392,1
3725,스릴러,3,4,112.3,159,12세,7,0,1,2325,3
3726,SF,2,4,107.8,123,12세,4,0,1,1497,0
3727,코미디,3,4,96.7,90,15세,9,0,1,2251,1
3728,드라마,5,5,298.4,83,전체관람가,9,0,1,458,0
3729,코미디,5,2,71.3,105,15세,8,1,0,1121,0
3730,호러,4,3,228.3,80,전체관람가,2,0,0,1947,2
3731,SF,4,4,4.0,107,청불,3,0,1,2342,0
3732,액션,3,1,245.9,119,15세,11,1,1,287,1
3733,드라마,4,4,279.4,175,15세,8,0,1,1076,1
3734,호러,3,5,67.9,132,15세,5,1,0,930,0
3735,로맨스,5,1,27.2,127,12세,5,0,0,2385,3
3736,호러,2,1,128.1,146,청불,10,1,1,504,2
3737,스릴러,5,2,240.7,120,청불,10,0,0,2345,2
3738,코미디,5,1,96.8,104,전체관람가,9,0,1,1760,1
3739,SF,5,1,246.4,160,청불,11,0,0,1234,0
3740,애니메이션,5,3,253.7,98,15세,10,0,0,1392,1
3741,코미디,4,3,232.2,139,15세,9,0,0,1921,2
3742,액션,1,3,26.7,165,15세,9,0,1,2355,1
3743,코미디,1,5,6.1,168,12세,1,0,0,758,0
3744,호러,4,1,250.8,154,12세,6,1,0,642,2
3745,로맨스,4,3,69.3,130,15세,6,0,0,2258,0
3746,코미디,1,3,54.2,144,12세,3,1,1,416,3
3747,스릴러,4,5,174.3,141,15세,9,0,0,2219,1
3748,애니메이션,3,3,12.8,142,청불,7,0,1,2061,0
3749,드라마,4,3,14.9,177,12세,5,0,0,324,0
3750,액션,1,4,296.6,98,12세,8,0,0,707,1
3751,SF,3,5,170.3,155,15세,11,0,1,233,0
3752,코미디,5,4,169.5,141,청불,11,0,0,343,0
3753,드라마,5,3,247.5,130,15세,2,0,0,452,0
3754,액션,5,5,279.9,161,15세,9,0,1,736,0
3755,액션,2,5,145.5,117,15세,9,0,1,1671,2
3756,액션,2,3,39.1,175,15세,10,0,1,986,0
3757,스릴러,3,3,93.1,173,전체관람가,11,0,1,752,0
3758,애니메이션,3,2,209.9,147,12세,7,0,0,2151,3
3759,SF,1,1,60.8,179,15세,11,0,1,1393,1
3760,코미디,2,5,256.0,83,15세,9,0,0,1511,1
3761,애니메이션,3,1,62.9,130,12세,3,0,1,1211,1
3762,로맨스,5,1,217.4,112,15세,4,0,0,1025,1
3763,SF,1,2,110.1,143,15세,4,0,0,465,1
3764,호러,5,4,44.8,96,청불,12,0,0,727,0
3765,드라마,3,2,37.0,124,전체관람가,6,0,1,1814,1
3766,애니메이션,2,2,268.3,106,전체관람가,10,0,0,1127,1
3767,호러,3,2,130.9,160,12세,1,1,0,330,0
3768,애니메이션,1,5,193.1,146,15세,8,0,0,662,0
3769,코미디,5,2,196.7,180,12세,1,0,0,1053,1
3770,스릴러,4,5,239.9,164,12세,6,1,0,1711,0
3771,애니메이션,3,4,92.1,86,12세,9,1,0,1424,3
3772,스릴러,3,2,101.7,146,12세,4,0,1,1119,2
3773,스릴러,5,4,263.2,123,청불,7,0,1,1946,1
3774,호러,3,3,43.8,169,청불,5,0,0,423,0
3775,코미디,2,4,29.1,114,15세,6,1,1,860,0
3776,액션,5,3,192.2,134,전체관람가,9,0,0,1756,1
3777,액션,2,5,191.9,86,15세,12,0,1,279,0
3778,애니메이션,2,1,237.3,154,전체관람가,3,0,1,1703,2
3779,애니메이션,1,1,57.3,100,15세,2,0,0,1186,1
3780,호러,5,2,50.3,87,전체관람가,1,0,1,1622,1
3781,액션,5,2,240.8,109,15세,11,0,1,2159,2
3782,애니메이션,5,4,163.6,169,15세,6,1,1,2039,1
3783,드라마,4,1,45.5,126,15세,8,0,1,1544,1
3784,SF,2,3,9.4,160,15세,3,0,1,1115,0
3785,액션,5,5,166.1,122,전체관람가,7,0,1,1129,1
3786,애니메이션,1,5,74.1,129,청불,12,0,0,2008,1
3787,코미디,2,4,226.6,123,전체관람가,3,1,1,106,0
3788,로맨스,3,5,294.3,133,청불,6,0,1,699,0
3789,SF,1,1,93.1,149,12세,4,0,0,2177,2
3790,스릴러,1,5,24.8,165,15세,4,1,1,891,1
3791,코미디,1,5,262.3,98,청불,2,0,0,507,0
3792,스릴러,3,1,71.4,116,15세,3,0,1,1238,0
3793,코미디,5,1,282.0,96,15세,8,0,0,207,0
3794,드라마,3,5,86.6,106,15세,3,0,0,812,0
3795,스릴러,3,2,118.5,127,12세,11,0,1,1356,0
3796,드라마,2,4,188.2,88,15세,1,0,0,612,1
3797,애니메이션,1,3,271.5,113,전체관람가,10,0,1,2464,3
3798,스릴러,2,2,6.1,80,전체관람가,10,0,0,612,0
3799,SF,2,1,227.9,147,청불,12,1,1,671,2
3800,SF,3,3,61.5,153,15세,8,0,0,2013,2
3801,액션,3,4,211.3,132,15세,2,0,0,800,1
3802,액션,5,1,246.1,159,12세,3,1,0,2102,3
3803,코미디,1,1,139.2,98,12세,8,0,0,728,1
3804,로맨스,4,3,59.5,124,15세,6,0,0,493,0
3805,액션,4,2,102.2,106,15세,6,1,0,2050,2
3806,애니메이션,3,5,221.9,137,15세,7,1,1,1197,1
3807,드라마,3,1,253.8,89,15세,7,0,1,656,0
3808,SF,4,1,258.4,83,15세,6,1,1,2404,2
3809,코미디,3,1,25.6,81,15세,9,0,0,663,0
3810,스릴러,4,4,138.6,144,12세,11,0,0,2182,1
3811,액션,1,5,45.7,136,15세,2,0,0,2005,2
3812,스릴러,5,3,172.8,159,12세,7,0,0,1486,1
3813,애니메이션,4,2,291.2,96,전체관람가,6,0,1,829,1
3814,SF,2,4,110.5,111,12세,11,1,1,330,0
3815,애니메이션,1,1,160.8,106,전체관람가,7,1,0,2314,3
3816,코미디,3,5,12.8,87,12세,3,0,1,1608,0
3817,드라마,3,4,186.9,127,15세,9,1,0,1864,2
3818,코미디,5,3,279.8,170,청불,2,0,1,103,0
3819,액션,5,5,147.9,103,12세,9,1,0,507,0
3820,스릴러,5,4,37.5,177,15세,10,0,0,234,0
3821,액션,3,5,236.4,113,12세,3,1,0,2105,3
3822,액션,1,2,8.6,121,전체관람가,8,0,1,792,1
3823,코미디,5,1,92.4,107,12세,3,0,1,1256,1
3824,드라마,4,4,274.4,91,12세,5,1,0,2160,3
3825,액션,4,3,214.4,156,청불,3,0,0,1371,1
3826,스릴러,2,4,214.8,108,전체관람가,8,0,0,184,0
3827,SF,5,2,156.3,87,15세,8,0,0,1438,2
3828,호러,2,5,113.1,110,15세,9,0,0,1095,1
3829,액션,4,2,169.8,120,전체관람가,10,0,0,1431,2
3830,액션,5,1,37.2,153,15세,2,0,1,1231,0
3831,스릴러,3,5,254.0,178,15세,4,1,0,2263,1
3832,호러,4,2,184.2,116,12세,3,1,0,2402,2
3833,SF,4,1,212.1,97,12세,6,0,1,1153,3
3834,드라마,5,1,208.6,125,15세,7,0,0,1933,2
3835,드라마,3,4,15.9,120,15세,6,0,0,1027,0
3836,호러,4,5,225.2,127,15세,10,0,1,655,0
3837,SF,3,4,19.0,140,15세,4,0,1,140,0
3838,로맨스,5,3,91.0,148,전체관람가,8,0,0,1897,1
3839,드라마,4,5,10.1,84,15세,2,0,1,1322,0
3840,호러,2,4,59.8,140,15세,11,1,1,223,0
3841,코미디,1,1,35.9,92,15세,1,0,1,1398,3
3842,액션,2,4,135.2,109,청불,2,0,0,1631,2
3843,드라마,3,3,11.5,123,전체관람가,5,0,1,2174,0
3844,SF,3,3,101.6,172,15세,1,0,0,692,0
3845,액션,5,4,87.2,121,청불,3,0,0,1875,0
3846,코미디,4,2,90.5,92,청불,6,0,0,909,0
3847,로맨스,4,4,202.1,158,전체관람가,2,0,0,2366,1
3848,애니메이션,1,4,90.4,179,전체관람가,1,0,0,369,0
3849,스릴러,2,4,90.2,158,15세,1,0,0,401,0
3850,로맨스,4,3,115.0,165,15세,5,0,0,1482,0
3851,액션,1,2,238.9,107,12세,10,0,1,975,3
3852,드라마,4,5,217.1,144,청불,11,0,0,955,0
3853,드라마,2,1,21.8,110,12세,8,0,0,1117,1
3854,드라마,2,5,115.2,103,15세,6,0,1,1313,1
3855,드라마,1,5,18.5,146,15세,9,0,0,1679,0
3856,호러,2,1,62.8,126,12세,8,0,0,181,0
3857,호러,3,4,160.7,116,15세,7,0,1,998,0
3858,SF,1,5,290.6,85,15세,9,1,0,2225,3
3859,로맨스,4,2,93.9,178,청불,9,0,1,1572,0
3860,코미디,5,5,70.2,122,청불,1,1,0,469,0
3861,호러,3,4,121.6,92,12세,8,1,0,2045,2
3862,코미디,2,3,251.3,142,전체관람가,2,1,1,2284,3
3863,코미디,4,4,149.6,154,청불,12,0,0,1028,0
3864,애니메이션,5,3,151.4,110,15세,12,0,0,1878,1
3865,액션,5,5,129.3,138,청불,6,0,0,1410,0
3866,스릴러,1,4,222.3,83,청불,10,0,0,1055,1
3867,스릴러,4,3,93.7,115,12세,9,1,0,459,0
3868,호러,1,2,114.1,131,15세,10,0,0,113,1
3869,SF,2,4,197.7,112,전체관람가,2,0,0,2128,2
3870,스릴러,2,1,265.8,85,전체관람가,1,0,0,845,1
3871,액션,4,3,166.5,116,15세,11,1,1,445,1
3872,코미디,5,5,63.9,138,12세,8,0,0,1958,0
3873,애니메이션,1,3,81.0,80,12세,3,0,0,534,1
3874,호러,3,4,6.5,95,12세,2,0,0,1243,0
3875,스릴러,2,3,68.8,119,청불,7,0,1,1050,0
3876,로맨스,1,1,198.7,154,12세,6,0,1,355,1
3877,로맨스,5,4,122.9,154,전체관람가,1,0,1,2444,1
3878,호러,3,1,223.8,153,청불,6,0,1,2267,0
3879,로맨스,3,5,204.9,171,12세,4,0,1,1939,0
3880,액션,2,3,27.0,83,청불,9,0,1,692,0
3881,액션,5,1,42.5,168,12세,3,0,0,1504,1
3882,호러,1,5,16.2,88,15세,1,0,0,648,0
3883,로맨스,1,3,171.9,130,청불,12,0,0,537,0
3884,드라마,5,2,240.6,145,15세,4,0,0,2408,2
3885,애니메이션,1,5,22.9,176,12세,10,0,0,2470,2
3886,SF,3,3,212.6,124,청불,12,0,0,278,0
3887,코미디,5,5,10.0,170,12세,5,0,1,569,0
3888,애니메이션,3,2,4.7,179,15세,1,0,1,2243,2
3889,코미디,2,1,197.5,87,12세,8,0,0,2465,3
3890,애니메이션,5,2,281.9,99,청불,1,1,1,1387,1
3891,애니메이션,1,1,49.2,145,15세,2,0,0,2064,2
3892,스릴러,5,4,224.1,174,청불,2,0,0,1852,0
3893,호러,5,4,199.5,140,15세,9,0,1,2311,2
3894,로맨스,1,1,25.4,101,15세,3,0,0,1085,1
3895,액션,2,1,55.0,135,전체관람가,2,0,0,1106,2
3896,스릴러,1,5,298.4,95,12세,10,0,0,1155,1
3897,로맨스,5,4,92.1,104,청불,7,0,0,1907,1
3898,코미디,5,5,121.3,180,15세,1,0,0,643,0
3899,코미디,1,3,221.6,160,12세,12,1,1,101,2
3900,코미디,4,4,33.9,131,청불,10,0,1,1854,0
3901,호러,1,4,49.6,105,청불,12,0,1,2037,0
3902,호러,2,3,270.9,155,전체관람가,3,0,1,427,0
3903,로맨스,3,1,274.6,151,15세,10,0,0,1891,2
3904,액션,1,5,106.4,131,12세,10,0,1,1246,2
3905,스릴러,3,2,52.1,110,15세,5,0,0,2096,0
3906,코미디,5,3,52.5,120,12세,10,0,1,2200,0
3907,스릴러,3,2,42.9,162,15세,8,0,1,111,0
3908,SF,2,4,55.1,150,15세,11,0,1,1312,0
3909,코미디,2,2,29.1,141,15세,2,1,0,977,0
3910,SF,1,3,179.8,117,15세,8,0,1,1539,1
3911,드라마,2,3,200.6,118,12세,5,0,1,2289,2
3912,SF,1,1,184.9,127,전체관람가,4,0,0,1366,2
3913,드라마,2,1,14.7,149,12세,2,1,1,2144,3
3914,애니메이션,3,4,276.9,172,12세,7,0,0,2283,3
3915,액션,1,1,185.6,113,12세,6,1,0,1893,3
3916,액션,4,1,226.5,116,15세,12,1,1,2365,3
3917,로맨스,3,5,240.8,126,12세,8,0,0,620,0
3918,드라마,4,3,109.5,103,청불,4,0,0,360,0
3919,드라마,4,1,77.7,111,12세,5,0,0,1341,2
3920,코미디,2,3,94.0,164,청불,1,1,0,837,1
3921,액션,1,4,45.8,103,전체관람가,4,1,0,645,2
3922,스릴러,4,4,39.0,114,전체관람가,7,0,0,2141,1
3923,스릴러,3,1,161.7,141,15세,10,1,1,1283,2
3924,SF,5,3,5.2,155,12세,4,0,0,1509,0
3925,SF,3,1,22.6,118,청불,7,0,0,1179,0
3926,스릴러,3,1,174.4,120,15세,7,0,1,2316,3
3927,호러,5,1,49.1,127,청불,2,0,0,1817,1
3928,액션,4,3,294.1,123,15세,7,0,0,2358,2
3929,코미디,4,5,183.5,179,청불,8,1,0,728,0
3930,로맨스,5,5,96.2,158,12세,12,0,0,439,0
3931,애니메이션,4,5,119.3,126,15세,1,0,0,1116,1
3932,액션,1,5,138.7,87,12세,7,0,0,553,1
3933,코미디,3,3,192.6,96,전체관람가,10,0,0,921,0
3934,애니메이션,4,5,67.6,97,청불,4,0,0,1320,0
3935,스릴러,2,5,219.1,166,15세,5,0,0,2246,1
3936,애니메이션,1,1,221.2,127,15세,11,0,0,520,2
3937,드라마,2,5,282.1,143,15세,9,0,1,1074,0
3938,호러,5,4,277.0,180,12세,6,0,1,1062,0
3939,로맨스,1,4,115.6,104,전체관람가,4,0,0,1345,1
3940,스릴러,3,2,220.7,101,청불,5,0,0,2200,1
3941,호러,4,4,241.4,162,15세,7,1,1,1030,1
3942,호러,4,1,15.1,86,청불,9,0,0,865,0
3943,스릴러,2,3,255.8,180,12세,10,0,0,105,0
3944,애니메이션,1,3,1.0,180,15세,4,0,0,692,0
3945,SF,2,4,281.6,84,전체관람가,5,0,0,2237,1
3946,로맨스,4,3,230.7,118,전체관람가,10,0,0,1008,1
3947,액션,2,5,183.0,158,15세,1,0,1,1479,1
3948,애니메이션,5,3,298.7,104,12세,3,0,0,2154,1
3949,애니메이션,5,3,10.3,103,전체관람가,12,1,0,526,1
3950,SF,4,3,270.2,86,청불,6,1,0,489,2
3951,애니메이션,4,3,264.5,128,전체관람가,9,0,1,678,1
3952,애니메이션,5,1,126.1,84,전체관람가,3,0,1,1233,1
3953,호러,5,5,260.7,91,12세,1,0,1,532,0
3954,로맨스,2,3,144.2,96,12세,1,0,0,2280,1
3955,SF,2,3,159.0,122,전체관람가,9,0,0,1207,2
3956,액션,4,3,16.6,84,전체관람가,12,0,0,1350,1
3957,로맨스,1,4,190.4,107,청불,5,0,0,2135,1
3958,호러,4,1,122.5,178,15세,1,0,1,830,0
3959,스릴러,4,3,275.6,113,15세,8,1,1,726,0
3960,코미디,4,3,109.9,90,15세,10,0,0,999,0
3961,SF,2,4,47.2,136,청불,12,0,1,2394,3
3962,스릴러,4,3,76.3,138,청불,7,0,0,483,0
3963,SF,2,4,104.3,121,15세,3,1,0,1529,2
3964,호러,1,5,216.1,85,15세,12,0,0,1217,1
3965,SF,1,1,138.9,98,12세,11,0,0,934,1
3966,코미디,5,3,269.2,149,청불,1,0,0,682,1
3967,드라마,4,1,121.4,126,청불,11,0,1,1910,1
3968,호러,3,4,122.0,149,12세,12,0,0,752,0
3969,액션,5,1,296.3,81,15세,2,0,0,894,0
3970,스릴러,2,3,283.1,104,전체관람가,3,0,0,2286,2
3971,액션,2,2,207.3,119,12세,2,1,0,184,2
3972,호러,4,1,223.1,114,12세,12,0,1,2013,2
3973,코미디,1,1,213.2,125,12세,2,0,1,1146,3
3974,SF,5,5,69.0,103,12세,1,0,1,1420,0
3975,호러,4,4,36.6,122,15세,9,0,0,1043,0
3976,스릴러,5,5,214.5,116,전체관람가,7,0,1,678,0
3977,애니메이션,2,5,175.0,98,15세,12,0,0,1949,1
3978,스릴러,3,2,156.3,95,전체관람가,12,0,0,2053,2
3979,호러,4,4,165.6,112,15세,2,0,0,1594,0
3980,스릴러,4,3,247.8,109,15세,6,0,0,151,0
3981,호러,5,2,86.2,176,15세,4,0,1,2268,0
3982,스릴러,3,4,62.8,105,15세,2,1,1,1870,2
3983,드라마,5,1,50.1,148,12세,11,0,0,2172,1
3984,SF,2,1,1.4,176,전체관람가,10,0,1,477,0
3985,애니메이션,4,2,160.4,127,12세,9,0,1,2249,1
3986,애니메이션,3,3,126.2,84,15세,7,0,0,875,0
3987,드라마,5,4,111.6,166,청불,9,1,0,1552,0
3988,액션,2,2,216.3,174,15세,11,0,0,303,2
3989,로맨스,5,5,266.4,156,전체관람가,3,0,0,142,0
3990,액션,2,4,195.1,94,15세,2,0,1,2294,2
3991,로맨스,4,3,79.9,92,15세,7,1,1,1471,1
3992,스릴러,2,2,289.1,149,12세,8,0,1,1291,2
3993,로맨스,3,4,137.2,127,전체관람가,6,0,0,808,1
3994,액션,5,4,151.1,165,12세,2,1,0,2470,2
3995,드라마,2,5,277.8,132,15세,6,0,0,1600,0
3996,드라마,4,5,61.4,94,청불,1,0,1,2175,0
3997,로맨스,5,2,56.4,117,15세,7,0,1,2389,0
3998,호러,2,2,39.6,139,12세,5,0,0,1391,1
3999,호러,4,5,176.0,112,12세,5,0,0,441,0
4000,코미디,1,4,114.4,121,청불,4,0,1,320,0
4001,코미디,2,4,120.0,135,12세,11,0,0,803,0
